"Name","Gross Export","Share","Code","Sector"
"Buses","794955904","0.03739294401051269","8702","Vehicles"
"Cars","44460650496","2.0913293508515176","8703","Vehicles"
"Motor vehicles for transporting goods","13900146688","0.6538317461722977","8704","Vehicles"
"Special purpose motor vehicles","1402802560","0.06598468835811536","8705","Vehicles"
"Vehicle chassis fitted with engines","47622436","0.002240052654533432","8706","Vehicles"
"Vehicle Bodies","756554880","0.03558664590875238","8707","Vehicles"
"Parts of motor vehicles","32168071168","1.5131139702954035","8708","Vehicles"
"Work trucks","197678416","0.009298349637233257","8709","Vehicles"
"Tanks and other armored fighting vehicles","885181632","0.04163696003509429","8710","Vehicles"
"Motorcycles","596353728","0.028051142773278293","8711","Vehicles"
"Bicycles","90833096","0.004272585254023756","8712","Vehicles"
"Wheelchairs","67708656","0.0031848634246196684","8713","Vehicles"
"Parts of motorcycles or wheelchairs","616994880","0.029022056300890116","8714","Vehicles"
"Baby carriages","29137094","0.0013705435975616648","8715","Vehicles"
"Trailers and semi-trailers","2724771328","0.1281671363111913","8716","Vehicles"
"Gliders, hang gliders","4641846","0.00021834203219330052","8801","Vehicles"
"Other aircraft and spacecraft","18309117952","0.8612198727201462","8802","Vehicles"
"Parts of other aircraft","10042212352","0.47236316169307296","8803","Vehicles"
"Parachutes","67434520","0.0031719686815934365","8804","Vehicles"
"Aircraft launching gear","221579200","0.010422588948398067","8805","Vehicles"
"Cargo ships and similar vessels","129614680","0.006096784045245005","8901","Vehicles"
"Fishing vessels","9372049","0.00044084017963439326","8902","Vehicles"
"Pleasure or sport boats","1348514432","0.06343109649154116","8903","Vehicles"
"Tugs and pusher craft","9391342","0.00044174767911350256","8904","Vehicles"
"Special function vessels, n.e.c.","362570816","0.017054518564257243","8905","Vehicles"
"Other vessels","194532080","0.009150353043592938","8906","Vehicles"
"Other floating structures","146583600","0.006894964010053302","8907","Vehicles"
"Floating structures for scrapping","24207132","0.0011386492344751366","8908","Vehicles"
"Optical fibers","3082725632","0.14500450449783484","9001","Machinery"
"Lenses and other optical elements","539369280","0.02537072205709481","9002","Machinery"
"Frames for spectacles, goggles","159105600","0.007483970824825811","9003","Machinery"
"Glasses","452454656","0.021282452943583375","9004","Machinery"
"Binoculars and telescopes","182802592","0.00859862421706424","9005","Machinery"
"Photographic cameras","155325760","0.007306175622881256","9006","Machinery"
"Cinematographic cameras and projectors","54192112","0.0025490754891323293","9007","Machinery"
"Still image projectors","19766754","0.0009297838054569349","9008","Machinery"
"Electrostatic photo-copyers","77480344","0.0036445017271137382","9009","Machinery"
"Apparatus and equipment for photographic laboratories, n.e.c.","12531454976","0.5894515556523607","9010","Machinery"
"Optical microscopes","195274272","0.009185264091817635","9011","Machinery"
"Microscopes, other than optical","272481888","0.012816937305069429","9012","Machinery"
"Liquid crystal devices","2799499264","0.13168217093488432","9013","Machinery"
"Navigational instruments","1316793088","0.06193899556599068","9014","Machinery"
"Surveying instruments","1400421760","0.06587270086213945","9015","Machinery"
"Balances of a sensitivity < 50 milligram","14633224","0.0006883140599019824","9016","Machinery"
"Drafting tables and machines","271128864","0.012753294088606343","9017","Machinery"
"Medical instruments","27144370176","1.2768103351199196","9018","Machinery"
"Therapy applicances","2112616064","0.09937272470003783","9019","Machinery"
"Other breathing appliances and gas masks","443721696","0.020871674078135703","9020","Machinery"
"Orthopedic appliances","9221596160","0.43376321524676525","9021","Machinery"
"X-ray machines","3587210496","0.16873434181180882","9022","Machinery"
"Instruments designed for demonstrational purposes","404955840","0.019048215096783703","9023","Machinery"
"Machines for testing the mechanical properties of materials","581548480","0.027354737089969158","9024","Machinery"
"Thermometers, hydrometers etc.","784061632","0.03688050187267646","9025","Machinery"
"Instruments for measuring properties of liquids or gases","3104405248","0.14602426504452473","9026","Machinery"
"Instruments for physical or chemical analysis","8974276608","0.4221298578314575","9027","Machinery"
"Gas, liquid or electricity meters","651076608","0.03062518439953434","9028","Machinery"
"Meters","372907136","0.017540715890536542","9029","Machinery"
"Instruments for measuring electricity","5150117888","0.2422500026284777","9030","Machinery"
"Measuring instruments","4876245504","0.2293676595080502","9031","Machinery"
"Automatic regulating instruments","2788690176","0.13117373566148743","9032","Machinery"
"Other parts for machines and appliances","464921760","0.021868877573552832","9033","Machinery"
"Watches with precious metal","632821376","0.029766499201223116","9101","Machinery"
"Watches","462712160","0.02176494294187089","9102","Machinery"
"Clocks with watch movements","3803564","0.00017891112573258113","9103","Machinery"
"Instrument panel clocks for vehicles","5795418","0.0002726034736028798","9104","Machinery"
"Other clocks","21624392","0.0010171629335020054","9105","Machinery"
"Apparatus for measuring intervals of time","26793354","0.001260299320924153","9106","Machinery"
"Time switches","15297774","0.0007195730024636396","9107","Machinery"
"Watch movements, complete","16988834","0.0007991166747355768","9108","Machinery"
"Clock movements, complete","1810739","0.0000851731041985591","9109","Machinery"
"Clock movements, complete, unassembled","2356178","0.00011082933228055097","9110","Machinery"
"Watch cases and parts","6462908","0.00030400070717519266","9111","Machinery"
"Clock cases","547631","0.00002575933484912023","9112","Machinery"
"Watch straps","16877610","0.000793884947058987","9113","Machinery"
"Other clock or watch parts","8142058","0.000382984159740698","9114","Machinery"
"Pianos","27717948","0.0013037901504160691","9201","Machinery"
"Musical instruments, string","125094232","0.005884152302885577","9202","Machinery"
"Musical instruments, wind","32318512","0.0015201903698536248","9205","Machinery"
"Musical instruments, percussion","41054060","0.0019310909690208788","9206","Machinery"
"Musical instruments, electric","211807088","0.009962930701894296","9207","Machinery"
"Other musical instruments, n.e.c.","12546889","0.0005901775375494508","9208","Machinery"
"Parts of musical instruments","216969808","0.010205773479626474","9209","Machinery"
"Military weapons, other than pistols and swords","472310112","0.02221640909231486","9301","Machinery"
"Revolvers and pistols","184162816","0.008662606105390156","9302","Machinery"
"Other firearms","122247656","0.0057502557478010955","9303","Machinery"
"Other arms (air guns, truncheons, etc.)","53332212","0.002508627720403462","9304","Machinery"
"Parts of military weapons","589757888","0.02774088924276008","9305","Machinery"
"Munitions of war","2540284672","0.11948929749801519","9306","Machinery"
"Swords","6204395","0.00029184083505354397","9307","Machinery"
"Seats","3203645696","0.15069231329345278","9401","Textiles"
"Medical, dental or veterinary furniture","679397568","0.03195733888291556","9402","Textiles"
"Other furniture and parts","2391121408","0.1124729918751346","9403","Textiles"
"Mattresses and bedding","426794848","0.020075473085912544","9404","Textiles"
"Lamps","1421554688","0.06686674643058672","9405","Textiles"
"Prefabricated buildings","405378368","0.01906808986690287","9406","Textiles"
"Toys","1038044544","0.048827288807971644","9503","Machinery"
"Games","1938422528","0.09117905118196401","9504","Machinery"
"Christmas and other festivity articles","148031856","0.006963086726355425","9505","Machinery"
"Sports equipment","1693231360","0.07964580817972547","9506","Machinery"
"Fishing and hunting equipment","131344968","0.006178172914716262","9507","Machinery"
"Fairground amusements","140101136","0.006590043432468456","9508","Machinery"
"Worked animal carving material","2678001","0.00012596716490717076","9601","Machinery"
"Worked vegetable or mineral carving material","99057944","0.004659463669809415","9602","Machinery"
"Brooms and mops","415299008","0.01953473453763476","9603","Machinery"
"Hand sieves and riddles","3485464","0.0001639484146816999","9604","Machinery"
"Travel sets","4140294","0.000194750150228536","9605","Machinery"
"Buttons","43335604","0.0020384096852166405","9606","Machinery"
"Slide fasteners","102358576","0.00481471800147019","9607","Machinery"
"Pens","257321536","0.012103828325485493","9608","Machinery"
"Pencils, crayons, pastels, etc.","41073920","0.001932025138909186","9609","Machinery"
"Slates and boards, with writing or drawing surfaces","21248482","0.0009994809696191487","9610","Machinery"
"Hand-operated stamps","12888703","0.0006062557020107708","9611","Machinery"
"Typewriter ribbons and ink pads","95885840","0.004510255007202234","9612","Machinery"
"Cigarette lighters","124887608","0.005874433173026484","9613","Machinery"
"Smoking pipes","12267644","0.0005770424786138854","9614","Machinery"
"Combs, hair-slides etc.","24720020","0.0011627743364728239","9615","Machinery"
"Scent sprays","89931712","0.0042301861709118805","9616","Machinery"
"Vacuum vessels","105776352","0.004975482524339215","9617","Machinery"
"Mannequins","9986714","0.0004697526436019818","9618","Machinery"
"Paintings and drawings","5014763520","0.23588323652392368","9701","Textiles"
"Original engravings","185046432","0.008704169421604981","9702","Textiles"
"Sculptures","922311360","0.04338345922233671","9703","Textiles"
"Postage or revenue stamps","5257844","0.0002473171974932714","9704","Textiles"
"Collectors pieces","292397568","0.013753726255782457","9705","Textiles"
"Antiques >100 years","529110176","0.024888156798393332","9706","Textiles"
"Commodities not specified according to kind","99046727680","4.658936079255457","9999","Other"
"Travel and tourism","72812003328","3.4249134449313656","travel","Services"
"Transport","56705003520","2.6672762741558116","transport","Services"
"ICT","411356004352","19.349264483382655","ict","Services"
"Insurance and finance","164774002688","7.750599782828271","financial","Services"
